question,answer_2022_08_22,answer_2022_08_25,similarity_score,length_diff,similarity_category
smowl,"😅 No estoy seguro de entender tu consulta sobre ""Smowl"". Si te refieres a la plataforma de evaluación de UNIR, puedo ayudarte con información relacionada. ¿Te gustaría saber más sobre cómo funciona o sobre su uso en los cursos?","🔍 ¿Podrías especificar qué aspecto del sistema de monitorización de exámenes te interesa? ¿Buscas información sobre su funcionamiento, requisitos de instalación o algo más específico? Estoy aquí para ayudarte con cualquier duda que tengas.",0.8283261802575107,12,Very High (0.8-1.0)
como enviar correo,📧 ¿Te refieres a cómo enviar un correo desde tu cuenta de Office 365 o desde la plataforma de UNIR? Puedo proporcionarte detalles sobre ambos procesos si lo necesitas.,📧 ¿Podrías aclarar a quién deseas enviar el correo? ¿Te refieres a enviar un correo desde tu cuenta de Office 365 o desde la plataforma de UNIR? Estoy aquí para ayudarte con cualquier duda que tengas.,0.8283378746594006,33,Very High (0.8-1.0)
y dónde está el feedback? no lo encuentro,📝 ¿Podrías especificar a qué tipo de feedback te refieres? ¿Estás buscando el feedback de tu Trabajo Fin de Estudios o de alguna otra actividad? Estoy aquí para ayudarte con cualquier duda que tengas.,🔍 ¿Te refieres al feedback sobre tu Trabajo Fin de Estudios (TFE) o al feedback de la reunión con el coordinador académico? Puedo ayudarte a encontrar la información específica que necesitas.,0.8286445012787724,9,Very High (0.8-1.0)
donde puedo encontrar para reslizar la prueba de conectividad para los examenes?,📅 Puedes realizar tu prueba de conectividad de exámenes hasta el día anterior al inicio de la convocatoria. Recuerda que el registro en el sistema de monitorización debe hacerse con al menos diez días de antelación a la convocatoria. ¿Hay algo más en lo que pueda ayudarte?,📅 Puedes realizar la prueba de conectividad de exámenes hasta el día anterior al inicio de la convocatoria. Asegúrate de acceder a tu plataforma virtual para realizarla. ¿Hay algo más en lo que pueda ayudarte?,0.8381742738589212,64,Very High (0.8-1.0)
como inscribirme en los examenes,"📅 Para inscribirte en los exámenes, debes acceder a la pestaña ""Exámenes"" en el margen izquierdo o en la parte superior de tu Campus Virtual, o bien desde https://tablonexamenes.unir.net/. Elige la modalidad (online o presencial), selecciona las asignaturas y el horario que prefieras. Recuerda guardar los datos registrados y que podrás realizar cambios hasta la fecha de cierre del formulario. ¿Hay algo más en lo que pueda ayudarte?","📚 Tras la apertura del formulario de inscripción a exámenes, podrás inscribirte desde la pestaña ""Exámenes"" en el margen izquierdo o en la parte superior de tu Campus Virtual o bien desde https://tablonexamenes.unir.net/. Elige la modalidad que más cómoda te resulte (online o presencial), selecciona las asignaturas de las que vas a examinarte y el horario entre los ofertados por cada una. Recuerda guardar los datos registrados, y ten presente que podrás visualizar la inscripción y realizar cualquier cambio hasta la fecha del cierre de formulario. ¿Hay algo más en lo que pueda ayudarte?",0.8412852969814996,157,Very High (0.8-1.0)
to ver mi contraseña,🔑 ¿Te refieres a cómo recuperar tu contraseña de correo de la universidad o necesitas ayuda con el acceso a tu cuenta de Office 365? Estoy aquí para ayudarte con cualquier duda que tengas.,"🔑 ¿Te refieres a la contraseña de tu correo de la universidad (@comunidadunir.net)? Si es así, puedo proporcionarte los pasos para recuperarla. Si necesitas ayuda con otra cuenta, por favor aclara a cuál te refieres.",0.8415841584158416,28,Very High (0.8-1.0)
como me insccribo a los examwnes,"📚 Tras la apertura del formulario de inscripción a exámenes, podrás inscribirte desde la pestaña ""Exámenes"" en el margen izquierdo o en la parte superior de tu Campus Virtual o bien desde https://tablonexamenes.unir.net/. Elige la modalidad que más cómoda te resulte (online o presencial), selecciona las asignaturas de las que vas a examinarte y el horario entre los ofertados por cada una. Recuerda guardar los datos registrados, y ten presente que podrás visualizar la inscripción y realizar cualquier cambio hasta la fecha del cierre de formulario. ¿Hay algo más en lo que pueda ayudarte?","📚 Para inscribirte a los exámenes, debes acceder a la pestaña ""Exámenes"" en el margen izquierdo o en la parte superior de tu Campus Virtual, o bien desde https://tablonexamenes.unir.net/. Elige la modalidad (online o presencial), selecciona las asignaturas y el horario que prefieras. Recuerda guardar los datos registrados y que podrás realizar cambios hasta la fecha de cierre del formulario. ¿Hay algo más en lo que pueda ayudarte?",0.8421052631578947,158,Very High (0.8-1.0)
telefono de informatica,📞 ¿Podrías aclarar si necesitas el número de contacto para el departamento de Atención Técnica o para tu mentor/a? Estoy aquí para ayudarte con la información que necesites.,📞 ¿Te refieres al teléfono del departamento de Atención Técnica o al contacto de tu mentor/a? Puedo proporcionarte más información sobre cómo contactar con ellos si me das un poco más de detalle.,0.842391304347826,22,Very High (0.8-1.0)
por qué o puedo acceder a mis cursos des de el móvil?,"📱 ¿Podrías especificar si estás teniendo problemas técnicos al intentar acceder a tus cursos desde el móvil? O, ¿te gustaría saber más sobre las aplicaciones que puedes usar para acceder a tus cursos? Estoy aquí para ayudarte con cualquier duda que tengas.",📱 ¿Podrías darme más detalles sobre el problema que estás experimentando? ¿Te refieres a que no puedes acceder a la plataforma en general o a alguna funcionalidad específica? Estoy aquí para ayudarte a resolverlo.,0.8443496801705757,43,Very High (0.8-1.0)
que grupo soy,"📧 ¿Has recibido ya el correo electrónico con la información sobre tu grupo? Si no, puedo ayudarte a entender cómo funciona el proceso de asignación de grupos o qué hacer si no has recibido la notificación.","📧 ¿Has revisado tu correo electrónico en tu cuenta de estudiante? Ahí deberías encontrar la información sobre tu grupo asignado. Si no lo has recibido, ¿te gustaría saber cómo contactar a tu mentor para obtener más ayuda?",0.8450704225352113,16,Very High (0.8-1.0)
como saber si me dan la beca,📚 ¿Te gustaría saber más sobre los criterios para la concesión de becas o cómo puedes consultar el estado de tu solicitud? Estoy aquí para ayudarte con cualquier duda que tengas.,🎓 ¿Te gustaría saber más sobre los criterios para obtener una beca específica o el proceso de solicitud? También puedo ayudarte a encontrar información sobre las becas que ofrece UNIR.,0.8453038674033149,6,Very High (0.8-1.0)
no encuentro la contraseña,"🔑 ¿Te refieres a la contraseña de tu cuenta de Office 365 o a otra cuenta? Si necesitas ayuda para recuperarla, puedo proporcionarte los pasos necesarios. ¡Estoy aquí para ayudarte!",🔑 ¿Te gustaría que te explique cómo recuperar tu contraseña de Office 365 o necesitas ayuda con el acceso a tu cuenta en general? Estoy aquí para ayudarte con cualquier duda que tengas.,0.8469945355191257,4,Very High (0.8-1.0)
faltan menos de 10 días para el examen. la han podido quitar?,"📅 Los exámenes están programados para el 5 de septiembre de 2025, así que no han sido cancelados. Si necesitas más información sobre los exámenes, ¡estaré encantado de ayudarte!","📅 Según la información disponible, los exámenes programados para el 5 de septiembre de 2025 se mantienen. Si necesitas más detalles sobre estos exámenes, estaré encantado de ayudarte. ¿Hay algo más en lo que pueda asistirte?",0.8478802992518704,47,Very High (0.8-1.0)
atencion tecnica,📞 ¿Podrías especificar qué tipo de asistencia técnica necesitas? Estoy aquí para ayudarte con cualquier duda relacionada con el servicio de atención técnica.,📞 ¿Estás buscando información específica sobre cómo contactar a atención técnica o necesitas ayuda con un problema en particular? Estoy aquí para ayudarte con cualquier duda que tengas.,0.847953216374269,28,Very High (0.8-1.0)
"que nota como mínimo debo obtener para aprobar si solo he realizado los test y no he realizado actividades, ni foro ni asistir a clase?","📚 Si no has realizado actividades, deberás obtener una puntuación muy alta en el examen para aprobar la asignatura. Es recomendable realizar la evaluación continua para facilitar el estudio y el aprobado final. ¿Hay algo más en lo que pueda ayudarte?","📊 ¿Podrías aclarar si te refieres a una asignatura específica o si necesitas información general sobre las notas mínimas para aprobar? También, ¿te gustaría saber más sobre cómo la Evaluación Continua puede influir en tu nota final? Estoy aquí para ayudarte con cualquier duda.",0.8500948766603416,27,Very High (0.8-1.0)
donde queda constancia de la hora a la que he tratado de realizar el test?,"📅 Una vez que finalices el examen, podrás comprobar la hora de envío actualizando la página en el apartado 'Exámenes' de tu campus virtual. ¿Hay algo más en lo que pueda ayudarte?","📅 Una vez que finalices el examen, podrás comprobar la hora de envío actualizando la página en el apartado Exámenes de tu Campus Virtual. También se reflejará en tu justificante de realización. ¿Hay algo más en lo que pueda ayudarte?",0.8543689320388349,54,Very High (0.8-1.0)
como saber que la prueba de conectividad la he ehcho correctamente,😅 No tengo información específica sobre cómo saber si la prueba de conectividad se ha realizado correctamente. Te recomendaría que revises la sección de Exámenes en tu plataforma virtual o contactes con el servicio de atención técnica para obtener más detalles. ¿Hay algo más en lo que pueda ayudarte?,🔍 ¿Podrías darme más detalles sobre qué aspectos específicos de la prueba de conectividad te gustaría confirmar? ¿Te refieres a cómo verificar si el sistema de monitorización está activo o si todos los dispositivos funcionan correctamente? Estoy aquí para ayudarte.,0.8551236749116607,36,Very High (0.8-1.0)
donde puedo encontrar mi clave producto de office,"📧 Para obtener asistencia sobre tu cuenta de Office 365, te recomiendo que contactes a tu mentor/a UNIR. Ellos podrán ayudarte con cualquier duda relacionada con tu acceso y configuración. ¿Hay algo más en lo que pueda ayudarte?",😅 No tengo información específica sobre cómo obtener la clave de producto de Office. Te recomiendo que contactes a tu mentor/a para que te ayude con este tema. ¿Hay algo más en lo que pueda ayudarte?,0.8571428571428571,29,Very High (0.8-1.0)
cuantas asignaturas se pueden coger por curso,📚 ¿Te refieres a cuántas asignaturas puedes matricular en total o estás interesado en saber sobre los requisitos específicos para la primera matrícula? Estoy aquí para ayudarte con cualquier duda que tengas.,"📚 Si es tu primera matrícula del estudio, el mínimo de créditos a matricular es 22 ECTS. Si ya estás matriculado de ese estudio, el mínimo para permanecer es de una asignatura por curso. ¿Hay algo más en lo que pueda ayudarte?",0.859122401847575,19,Very High (0.8-1.0)
los cuestionarios puntúan aunque estén mal la respuesta,📊 ¿Podrías aclarar si te refieres a los cuestionarios dentro de la evaluación continua o a los test específicos de las asignaturas? Estoy aquí para ayudarte a entender mejor cómo funciona la puntuación en esos casos.,📝 ¿Podrías especificar a qué tipo de cuestionarios te refieres? ¿Estás hablando de los test dentro de las asignaturas o de alguna otra actividad evaluativa? Estoy aquí para ayudarte con cualquier duda que tengas.,0.8598130841121495,4,Very High (0.8-1.0)
de que grado estoy matriculada?,"📚 ¿Podrías intentar acceder a tu expediente en el apartado Secretaría? Allí podrás ver en qué grado estás matriculada. Si necesitas ayuda adicional, tu mentor/a también puede orientarte en este proceso.","📚 Para saber en qué grado estás matriculada, te recomiendo que accedas a tu expediente en el apartado Secretaría. Allí podrás ver toda la información relacionada con tu matrícula. Si necesitas ayuda adicional, tu mentor/a también puede orientarte en este proceso.",0.8602150537634409,61,Very High (0.8-1.0)
donde puedo consultar mis asignaturas del segundo cuatrimestre?,📅 Las aulas de tus asignaturas se activarán el día de inicio de docencia en el segundo cuatrimestre. Puedes consultar el calendario académico en el apartado archivos del Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?,"📚 Las aulas de tus asignaturas se activarán y aparecerán en tu campus virtual el día de inicio de docencia en cada cuatrimestre. Si tienes dudas sobre la fecha de inicio, puedes consultar el calendario académico en el apartado archivos del Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?",0.8608058608058609,70,Very High (0.8-1.0)
realizar prueba de conectividad,"🔧 ¿Podrías especificar qué aspecto de la prueba de conectividad te gustaría conocer? ¿Estás interesado en el proceso de realización, los requisitos previos o cómo solucionar problemas que puedan surgir? Estoy aquí para ayudarte con cualquier duda que tengas.",🔗 ¿Podrías especificar si necesitas ayuda con el proceso de realizar la prueba de conectividad o con el registro en el sistema de monitorización? Estoy aquí para ayudarte con cualquier duda que tengas.,0.8627450980392157,57,Very High (0.8-1.0)
como se puede saber como serán los examenes online,"📚 ¿Te refieres a los requisitos técnicos para los exámenes online o a cómo se estructuran y evalúan los exámenes en sí? Si necesitas información sobre los requisitos o el proceso, estaré encantado de ayudarte con eso.",🖥️ ¿Te refieres a los requisitos técnicos para realizar los exámenes online o a cómo acceder a ellos? También puedo ayudarte con información sobre la modalidad de los exámenes y cómo inscribirte. ¿Podrías especificar un poco más lo que necesitas saber?,0.8656716417910447,35,Very High (0.8-1.0)
tengo una clave producto para utilizar word?,"💻 ¿Te refieres a cómo acceder a Word Online a través de tu cuenta de Office 365? Si necesitas ayuda con el acceso o la configuración, estaré encantado de proporcionarte más información.","🖥️ ¿Te refieres a cómo acceder a Word Online a través de tu cuenta de Office 365? Si es así, puedo proporcionarte más detalles sobre cómo hacerlo. ¿O estás buscando información sobre algo diferente relacionado con Word?",0.8663366336633663,34,Very High (0.8-1.0)
donde se puede acceder al soa y que ofrece,"📚 Puedes acceder al Servicio de Orientación Académica (SOA) en el apartado '¿Quién te acompaña?' dentro del Aula de Información General/Curso de Introducción al Campus Virtual. El SOA ofrece recursos para ayudarte en la planificación de tu trabajo, mejora de habilidades de estudio y preparación de exámenes. ¿Hay algo más en lo que pueda ayudarte?","📚 Puedes acceder al Servicio de Orientación Académica (SOA) a través de tu mentor/a. El SOA ofrece recursos para ayudarte en la planificación de tu trabajo, mejorar tus habilidades de estudio y preparar tus exámenes. Te invito a que veas este [enlace] sobre el servicio para conocer más: https://view.genially.com/6421c6fd16dc25001271eea1. ¿Hay algo más en lo que pueda ayudarte?",0.8693259972489684,31,Very High (0.8-1.0)
quiero saber cuando salen las,📅 ¿Podrías aclarar a qué te refieres con 'cuando salen las'? ¿Estás preguntando sobre la activación de las aulas de tus asignaturas o sobre la publicación de las notas de los exámenes? Estoy aquí para ayudarte con cualquier duda que tengas.,"📅 ¿Podrías especificar a qué fechas te refieres? ¿Estás interesado en las fechas de inicio de las aulas, la publicación de notas o las fechas de los exámenes? Estoy aquí para ayudarte con cualquier duda que tengas.",0.8722466960352423,26,Very High (0.8-1.0)
necesito el correo y contraseña para poder entrar en office 365,"📧 Tu correo institucional de UNIR es mariavictoria.cruz638@comunidadunir.net. Para recuperar la contraseña, puedes seguir los pasos que se indican en la información sobre el acceso a Office 365. ¿Hay algo más en lo que pueda ayudarte?","📧 Tu correo institucional de UNIR es mariavictoria.cruz638@comunidadunir.net. Para recuperar la contraseña, sigue estos pasos: accede a www.office.com, haz clic en '¿Olvidaste tu contraseña?' e ingresa tu dirección de correo. Si necesitas más ayuda, no dudes en preguntar.",0.8735177865612648,38,Very High (0.8-1.0)
no encuentro el esquema del informe final del practicum 1,"📚 ¿Podrías especificar si buscas un documento específico o una guía sobre el informe final del Prácticum 1? También, ¿has revisado el apartado 'Mis Prácticas' en tu Aula de Prácticas? Estoy aquí para ayudarte a encontrar lo que necesitas.","📄 Puedes encontrar el esquema del informe final del Prácticum 1 en la guía docente de la asignatura, disponible en tu Aula de Prácticas. También te recomiendo revisar el apartado 'Mis Prácticas' para más documentos relacionados. ¿Hay algo más en lo que pueda ayudarte?",0.8735177865612648,30,Very High (0.8-1.0)
donde encuentro el correo,"📧 ¿Podrías especificar a qué tipo de correo te refieres? ¿Estás buscando acceder a tu correo institucional, enviar un mensaje a alguien o encontrar el correo de un mentor o profesor? Estoy aquí para ayudarte con cualquier duda que tengas.","📧 ¿Te refieres a cómo acceder a tu cuenta de correo de Office 365 o a cómo enviar un correo a alguien en particular, como tu mentor o director de TFE? Estoy aquí para ayudarte con cualquier duda que tengas.",0.8738738738738738,32,Very High (0.8-1.0)
"no hay ningun apartado que se diga examenes, como lo encuentro?","📚 Para acceder a tus exámenes online, ingresa al campus y dirígete al apartado 'Exámenes'. También puedes acceder desde https://tablonexamenes.unir.net/. Recuerda que debes haberte inscrito en plazo para poder realizar tus exámenes. ¿Hay algo más en lo que pueda ayudarte?","📚 Para acceder a tus exámenes online, dirígete al apartado 'Exámenes' en el campus. Si no lo ves, asegúrate de que estás en la página principal del campus virtual. Si necesitas más ayuda, puedes contactar a tu mentor/a para que te guíe. ¿Hay algo más en lo que pueda ayudarte?",0.8759124087591241,4,Very High (0.8-1.0)
servicio tecnico telefono,"📞 ¿Estás buscando más información sobre el servicio de atención técnica, como horarios de atención o métodos de contacto adicionales? Estoy aquí para ayudarte con cualquier duda que tengas.",📞 ¿Te gustaría saber más sobre los servicios que ofrece el departamento de Atención Técnica o necesitas ayuda con algo específico relacionado con el servicio técnico? Estoy aquí para ayudarte.,0.8766404199475065,3,Very High (0.8-1.0)
¿el número de intentos de los test de los temas se penaliza?,🔍 ¿Podrías especificar si te refieres a penalizaciones en la nota final por los intentos en los test o si estás preguntando sobre el número máximo de intentos permitidos? Estoy aquí para ayudarte con cualquier duda que tengas.,"🔍 ¿Podrías especificar si te refieres a la penalización en la evaluación continua o en los exámenes? También, si tienes dudas sobre el número de intentos permitidos, puedo ayudarte a encontrar esa información.",0.8781609195402299,17,Very High (0.8-1.0)
número tutora,"📞 Puedes contactar con tu mentor/a de UNIR a través del teléfono 941 610 026. Aquí tienes los detalles de tus mentores:  

- IRENE MENDAZA RUIZ: Extensión 4024.  

- MANUEL GALARRETA ESPINOSA: Extensión 5001. ¿Hay algo más en lo que pueda ayudarte?","📞 Los mentores asignados son: 

- IRENE MENDAZA RUIZ: 941 610 026, extensión 4024. 

- MANUEL GALARRETA ESPINOSA: 941 610 026, extensión 5001. Puedes contactar con ellos a través de la bandeja de entrada del campus virtual. ¿Te refieres a alguno de estos mentores?",0.87890625,16,Very High (0.8-1.0)
"hola, estoy intentando acceder al practicum ii para completar el informe final y no me deja acceder","📞 En caso de que no puedas acceder al Practicum II, te recomiendo que contactes con Atención Técnica mediante el centro de asistencia o a través de los números de teléfono que encontrarás en la parte derecha del campus. ¿Hay algo más en lo que pueda ayudarte?","📞 Si no puedes acceder al Practicum II, te recomiendo que contactes con tu mentor para resolver el problema. Además, asegúrate de que la fecha de inicio de docencia ya haya pasado. ¿Hay algo más en lo que pueda ayudarte?",0.8810020876826722,39,Very High (0.8-1.0)
quiero saber en que apartado puedo realizar los test de cada asignatira,"📋 Los test podrás encontrarlos dentro de cada una de las asignaturas, en los apartados ‘Envío de actividades’, ‘Test’ o al final de cada tema. Si necesitas más ayuda, ¡estaré encantado de asistirte! ✨","📚 Podrás encontrar los test dentro de cada una de las asignaturas, en los apartados ‘Envío de actividades’, ‘Test’ o al final de cada tema. ¿Hay algo más en lo que pueda ayudarte?",0.8812664907651715,21,Very High (0.8-1.0)
conectarme al correo,📧 ¿Te refieres a cómo acceder a tu cuenta de correo de Office 365 o a cómo vincular tu correo personal para recibir notificaciones? Estoy aquí para ayudarte con cualquier duda que tengas.,"📧 ¿Podrías especificar si necesitas ayuda para acceder a tu cuenta de Office 365, vincular tu correo personal para notificaciones, o enviar un correo desde la plataforma? Estoy aquí para ayudarte con cualquier duda que tengas.",0.8813559322033898,39,Very High (0.8-1.0)
desde donde del campus virtual,"🌐 ¿Podrías especificar qué información necesitas sobre el acceso al campus virtual? ¿Te refieres a cómo navegar en la plataforma, a la configuración inicial o a algo más específico? Estoy aquí para ayudarte.","🌐 ¿Podrías especificar a qué parte del campus virtual te refieres? ¿Estás buscando información sobre cómo acceder, cómo navegar o sobre algún recurso específico? Estoy aquí para ayudarte con cualquier duda que tengas.",0.8820754716981132,10,Very High (0.8-1.0)
donde está el manual del estudiante,📚 ¿Podrías especificar a qué manual te refieres? ¿Estás buscando el manual de exámenes o información sobre el plan de estudios? Estoy aquí para ayudarte con cualquier duda que tengas.,📚 ¿Podrías aclarar si te refieres al manual de exámenes o a algún otro tipo de manual? También puedo ayudarte a encontrar información sobre el plan de estudios o guías docentes si lo necesitas.,0.8829787234042553,10,Very High (0.8-1.0)
no encuentro el formulario de inscripcion,"📋 ¿Podrías aclarar a qué formulario de inscripción te refieres? ¿Estás buscando el formulario para prácticas curriculares, para inscribirte a exámenes, o algún otro tipo de solicitud? Estoy aquí para ayudarte con la información que necesites.","📋 ¿Podrías especificar a qué formulario de inscripción te refieres? ¿Es para prácticas, exámenes o algún otro tipo de inscripción? Estoy aquí para ayudarte a encontrar la información que necesitas.",0.8838268792710706,45,Very High (0.8-1.0)
donde puedo encontrar las fechas de otras convocatorias,"📅 ¿Te refieres a las fechas de exámenes ordinarios, extraordinarios o a algún otro tipo de convocatoria? Puedo ayudarte a encontrar la información específica que necesitas.",📅 ¿Te refieres a las fechas de las convocatorias de exámenes o a las de las prácticas curriculares? Puedo ayudarte a encontrar la información específica que necesitas.,0.8849557522123894,5,Very High (0.8-1.0)
¿donde se descarga presentación power point?,📊 ¿Te refieres a cómo acceder a la plantilla para la presentación de tu defensa? En el aula de tu Trabajo Fin de Estudios (TFE) hay recursos que podrían serte útiles. ¿O estás buscando algo más específico sobre la descarga de presentaciones? Estoy aquí para ayudarte.,"📊 ¿Te refieres a una plantilla específica para la presentación de tu defensa del Trabajo Fin de Estudios? Si es así, puedo ayudarte a encontrar información sobre dónde acceder a esa plantilla o a los recursos necesarios para tu presentación.",0.8858267716535433,26,Very High (0.8-1.0)
día que empiezan los examenes del primer cuatrimestre,"📅 Puedes encontrar las fechas de inicio de los exámenes del primer cuatrimestre en el Calendario Académico de tu estudio, disponible en el Aula de Información General. ¿Hay algo más en lo que pueda ayudarte?",📅 Las fechas oficiales de los exámenes están publicadas en el Calendario Académico de tu estudio. Puedes encontrarlo desde el Aula de Información General en el apartado Documentación/Archivos de tu Campus Virtual. ¿Hay algo más en lo que pueda ayudarte?,0.8869565217391304,46,Very High (0.8-1.0)
donde puedo encontrar los tests?,"📚 Podrás encontrar los test dentro de cada una de las asignaturas, en los apartados ‘Envío de actividades’, ‘Test’ o al final de cada tema. Si necesitas más ayuda, ¡estaré encantado de asistirte! ✨","📚 Podrás encontrar los test dentro de cada una de las asignaturas, en los apartados ‘Envío de actividades’, ‘Test’ o al final de cada tema. ¿Hay algo más en lo que pueda ayudarte?",0.8882978723404256,18,Very High (0.8-1.0)
no puedo acceder desde mi ipad a las últimas dos clases de psicología evolutiva,"📱 ¿Podrías especificar si estás teniendo problemas de conexión a internet o si hay algún mensaje de error al intentar acceder? También, ¿has intentado acceder desde otro dispositivo o navegador? Estoy aquí para ayudarte a resolverlo.","📱 ¿Podrías especificar si estás teniendo problemas para acceder a las clases en directo o a las grabaciones? También, ¿has intentado contactar con Atención Técnica para resolver el inconveniente? Estoy aquí para ayudarte con cualquier duda que tengas.",0.8884297520661157,18,Very High (0.8-1.0)
calendario anual del curso,📅 ¿Te gustaría saber cómo acceder al Calendario Académico o necesitas información sobre fechas específicas de un curso en particular? Estoy aquí para ayudarte con cualquier duda que tengas.,📅 ¿Te gustaría saber cómo acceder al Calendario Académico para ver todas las fechas relevantes del curso? Puedo ayudarte con eso o con cualquier otra pregunta relacionada.,0.8888888888888888,18,Very High (0.8-1.0)
he utilizado 3 intentos en elos test ¿por qué si todas son correstas me puntuan con 9.5?,"🤔 ¿Podrías aclarar si te refieres a la calificación de un examen específico o a la evaluación continua en general? Además, ¿has revisado si hay algún criterio específico que pueda afectar tu puntuación, como la ponderación de los intentos o la evaluación continua? Estoy aquí para ayudarte con cualquier duda que tengas.",🤔 La puntuación de 9.5 puede deberse a que la calificación máxima del test no es 10 o a que se aplica un criterio específico en la evaluación. Te recomiendo revisar la información en el apartado ‘Envío de actividades’ o contactar a tu mentor para aclarar esta duda. ¿Hay algo más en lo que pueda ayudarte?,0.8896,15,Very High (0.8-1.0)
pero quiero buscar de otras convocatorias no de la mia. donde lo encuentro,📅 ¿Podrías especificar a qué tipo de convocatorias te refieres? ¿Estás buscando información sobre convocatorias extraordinarias o algún otro tipo de examen? Estoy aquí para ayudarte a encontrar lo que necesitas.,📅 ¿Te refieres a convocatorias de exámenes extraordinarios o a algún otro tipo de convocatoria? Puedo ayudarte a encontrar la información que necesitas sobre el calendario académico o cualquier otro tema relacionado.,0.8899297423887588,5,Very High (0.8-1.0)
donde esta el resguardo de el titulo,📜 ¿Podrías aclarar si te refieres al resguardo del título en términos de un comprobante de solicitud o a cómo obtener el título en sí? Estoy aquí para ayudarte con cualquier duda que tengas sobre el proceso.,"📜 ¿Podrías aclarar a qué te refieres exactamente con 'resguardo del título'? ¿Estás buscando información sobre cómo solicitarlo, o necesitas detalles sobre el documento que confirma su entrega? Estoy aquí para ayudarte con cualquier duda que tengas.",0.8903508771929824,42,Very High (0.8-1.0)
donde está el enlace para descargar smowl?,🔗 ¿Te refieres a cómo acceder al sistema de monitorización para descargarlo? Puedo ofrecerte información sobre los requisitos y el proceso de registro que podrían ayudarte a encontrar lo que necesitas.,🔗 ¿Te refieres a cómo acceder al apartado de 'Exámenes' para descargar el sistema de monitorización? Puedo ayudarte con más información sobre los pasos a seguir para encontrarlo en tu plataforma virtual.,0.8910891089108911,2,Very High (0.8-1.0)
"si suspendo una asignatura en la convocatoria ordinaria, tengo derecho a otra oportunidad para hacer el examen extraordinario o tengo que pagar?","📚 Si suspendes una asignatura, tienes derecho a presentarte a la convocatoria extraordinaria sin coste adicional. El precio de los exámenes está incluido en tu matrícula. ¿Hay algo más en lo que pueda ayudarte?","📚 Si suspendes una asignatura en la convocatoria ordinaria, tienes derecho a presentarte a la convocatoria extraordinaria sin necesidad de pagar. ¿Hay algo más en lo que pueda ayudarte?",0.8911392405063291,25,Very High (0.8-1.0)
para ala actividad habia  plazo hasta el 11 de noviembre y el foro aparece con cierre del 8 d enviembre,🗓️ ¿Podrías aclarar si necesitas información sobre cómo se gestionan los plazos en el aula virtual o si estás buscando detalles específicos sobre la actividad y el foro en cuestión? Estoy aquí para ayudarte con cualquier duda que tengas.,"🗓️ ¿Podrías aclarar si necesitas información sobre cómo se gestionan las fechas de cierre de actividades y foros? O, ¿estás buscando una solución a la discrepancia que mencionas entre el 8 y el 11 de noviembre? Estoy aquí para ayudarte con cualquier duda que tengas.",0.8946322067594433,29,Very High (0.8-1.0)
cuales son los convenios de practicas,"🏢 ¿Te refieres a los convenios específicos que tiene UNIR con empresas o instituciones para realizar prácticas? O, ¿estás interesado en saber más sobre cómo funcionan las prácticas en general? Estoy aquí para ayudarte con cualquier duda que tengas.","🏢 ¿Te refieres a los acuerdos que tiene la universidad con empresas para realizar prácticas? O, ¿estás interesado en cómo solicitar prácticas curriculares? Estoy aquí para ayudarte con cualquier información que necesites.",0.8955223880597015,27,Very High (0.8-1.0)
"debo hacer algo durante este cuadrimestre, si lo tengo en el segundo cuadrimestre?",📅 ¿Te refieres a si hay actividades específicas que debas realizar en el primer cuatrimestre? ¿O estás interesado en saber más sobre la posibilidad de adelantar tu TFE o ampliar asignaturas? Estoy aquí para ayudarte con cualquier duda que tengas.,"📅 ¿Podrías aclarar si te refieres a actividades académicas específicas que debas realizar en el primer cuatrimestre, o si estás considerando adelantar tu TFE? Estoy aquí para ayudarte con cualquier duda que tengas.",0.8956521739130435,32,Very High (0.8-1.0)
como puedo enviar un mensaje a mi profesora de las practicas,📧 Puedes enviar un mensaje a tu profesora de prácticas utilizando el apartado 'Bandeja de entrada' en el campus virtual. Allí podrás redactar un nuevo mensaje y seleccionar a la persona destinataria. ¿Hay algo más en lo que pueda ayudarte?,📧 Puedes enviar un mensaje a tu profesora desde la bandeja de entrada de la plataforma. Redacta un nuevo mensaje a través del botón con el símbolo del lápiz y selecciona el Aula que compartas con ella. ¿Hay algo más en lo que pueda ayudarte?,0.8958333333333334,2,Very High (0.8-1.0)
resultado prueba de conectividad,"🔍 ¿Podrías especificar qué información necesitas sobre los resultados de la prueba de conectividad? ¿Estás buscando cómo realizarla, cómo interpretar los resultados o qué hacer si hay un fallo? Estoy aquí para ayudarte con cualquier duda que tengas.",🔍 ¿Podrías aclarar si necesitas ayuda para realizar la prueba de conectividad o si estás buscando información sobre cómo interpretar los resultados? Estoy aquí para ayudarte con cualquier duda que tengas.,0.8962472406181016,45,Very High (0.8-1.0)
